2, 28-02-2021 18:39:58, GPU temperature     ,GPU usage           ,FB usage            ,VID usage           ,BUS usage           ,Memory usage        ,Core clock          ,Memory clock        ,Power               ,Fan speed           ,Fan speed 2         ,Fan tachometer      ,Fan tachometer 2    ,Temp limit          ,Power limit         ,Voltage limit       ,No load limit       ,CPU1 temperature    ,CPU2 temperature    ,CPU3 temperature    ,CPU4 temperature    ,CPU5 temperature    ,CPU6 temperature    ,CPU7 temperature    ,CPU8 temperature    ,CPU9 temperature    ,CPU10 temperature   ,CPU11 temperature   ,CPU12 temperature   ,CPU13 temperature   ,CPU14 temperature   ,CPU15 temperature   ,CPU16 temperature   ,CPU17 temperature   ,CPU18 temperature   ,CPU19 temperature   ,CPU20 temperature   ,CPU temperature     ,CPU1 usage          ,CPU2 usage          ,CPU3 usage          ,CPU4 usage          ,CPU5 usage          ,CPU6 usage          ,CPU7 usage          ,CPU8 usage          ,CPU9 usage          ,CPU10 usage         ,CPU11 usage         ,CPU12 usage         ,CPU13 usage         ,CPU14 usage         ,CPU15 usage         ,CPU16 usage         ,CPU17 usage         ,CPU18 usage         ,CPU19 usage         ,CPU20 usage         ,CPU usage           ,RAM usage           ,Framerate           ,Frametime           ,Framerate Min       ,Framerate Avg       ,Framerate Max       ,Framerate 1% Low    ,Framerate 0.1% Low  
80, 28-02-2021 18:40:33,67,99,39,0,5,7361.703,1890,7000.983,98,78,78,2064,2066,0,1,0,0,53,53,50,50,52,52,54,54,52,52,60,60,52,52,53,53,53,53,59,59,61,39.721,22.272,38.135,23.858,17.513,25.444,27.03,15.926,17.513,27.03,4.688,89.063,50,14.063,40.625,9.375,29.688,15.625,35.938,21.875,28.269,15912,135.6,8.549,N/A                 ,N/A                 ,N/A                 ,N/A                 ,N/A                 
80, 28-02-2021 18:40:34,67,99,39,0,5,7361.703,1890,7000.983,97,78,78,2065,2065,0,1,0,0,52,52,51,51,51,51,54,54,52,52,61,61,53,53,60,60,49,49,57,56,63,35.938,21.875,29.688,20.313,25,23.438,29.688,28.125,21.875,32.813,11.168,76.206,47.652,7.995,30.203,20.685,33.376,22.272,25.444,22.272,28.301,15912,136,8.72,N/A                 ,N/A                 ,N/A                 ,N/A                 ,N/A                 
80, 28-02-2021 18:40:35,67,99,38,0,5,7361.703,1905,7000.983,99,78,78,2064,2059,0,1,0,0,53,53,53,53,51,51,54,54,53,53,59,59,66,66,56,56,50,50,57,57,66,43.75,17.188,25,18.411,16.872,19.951,19.951,19.951,26.108,21.49,7.635,81.527,38.424,9.175,52.278,7.635,26.108,18.411,29.187,6.096,25.257,15912,134.9,9.694,N/A                 ,N/A                 ,N/A                 ,N/A                 ,N/A                 
80, 28-02-2021 18:40:36,68,99,38,0,5,7361.703,1905,7000.983,101,78,78,2063,2063,0,1,0,0,53,53,50,50,56,56,52,52,53,53,61,61,52,52,58,58,49,49,52,51,62,37.5,25,29.688,25.444,31.789,22.272,28.617,25.444,20.685,28.617,3.236,85.723,39.721,20.685,39.721,12.754,23.858,28.617,36.548,17.513,29.172,15916,134.2,8.456,N/A                 ,N/A                 ,N/A                 ,N/A                 ,N/A                 
80, 28-02-2021 18:40:37,67,99,38,0,6,7361.703,1890,7000.983,96,78,78,2066,2063,0,1,0,0,52,52,56,56,56,56,55,55,53,53,57,57,57,57,54,54,50,50,64,64,64,32.813,26.563,28.125,23.438,29.688,20.313,18.75,20.313,18.75,26.563,18.75,67.188,39.063,15.625,45.313,25,28.125,9.375,26.563,15.625,26.797,15912,131.5,9.282,N/A                 ,N/A                 ,N/A                 ,N/A                 ,N/A                 
80, 28-02-2021 18:40:38,68,99,38,0,5,7361.703,1905,7000.983,99,78,78,2062,2061,0,1,0,0,53,53,50,50,53,53,53,53,54,54,61,61,61,61,54,54,57,57,57,57,61,44.581,21.49,26.108,18.411,18.411,26.108,29.187,12.254,23.03,30.727,9.175,72.291,44.581,13.793,33.805,24.569,32.266,19.951,32.266,19.951,27.648,15914,132.7,8.561,N/A                 ,N/A                 ,N/A                 ,N/A                 ,N/A                 
80, 28-02-2021 18:40:39,68,99,38,0,5,7361.703,1905,7000.983,99,78,78,2058,2066,0,1,0,0,54,53,52,52,52,52,58,58,54,54,62,62,59,59,53,53,50,50,57,57,62,49.239,23.858,39.721,19.099,28.617,27.03,34.962,30.203,33.376,30.203,12.754,66.688,44.48,23.858,55.584,9.581,39.721,14.34,36.548,15.926,31.789,15914,138.8,8.625,N/A                 ,N/A                 ,N/A                 ,N/A                 ,N/A                 
80, 28-02-2021 18:40:40,67,99,36,0,5,7361.703,1905,7000.983,99,78,78,2063,2064,0,1,0,0,56,56,54,54,53,53,54,54,53,53,60,60,62,58,55,55,57,57,52,52,62,35.938,29.688,42.188,25,26.563,18.75,31.25,21.875,17.188,31.25,14.063,78.125,42.188,15.333,32.266,13.793,33.805,19.951,39.963,13.793,29.148,15915,141.7,8.31,N/A                 ,N/A                 ,N/A                 ,N/A                 ,N/A                 
80, 28-02-2021 18:40:41,67,99,36,0,6,7361.703,1905,7000.983,95,78,78,2064,2064,0,1,0,0,55,55,55,55,54,54,57,57,54,54,62,62,53,53,54,54,57,57,53,53,61,46.875,15.625,32.813,20.313,23.438,10.938,28.125,14.063,23.438,23.438,7.813,75,32.813,17.513,28.617,14.34,25.444,17.513,25.444,14.34,24.895,15915,146.8,8.087,N/A                 ,N/A                 ,N/A                 ,N/A                 ,N/A                 
80, 28-02-2021 18:40:42,67,99,37,0,6,7361.703,1905,7000.983,99,78,78,2065,2068,0,1,0,0,58,58,50,50,53,53,56,56,53,53,63,63,52,52,54,55,51,51,54,54,62,35.345,32.266,39.963,23.03,19.951,21.49,29.187,26.108,24.569,23.03,7.635,81.527,35.345,13.793,29.187,19.951,29.187,15.333,39.963,18.411,28.264,15922,147.6,9.054,N/A                 ,N/A                 ,N/A                 ,N/A                 ,N/A                 
